"school_name","year","impact","impact_recovery_category"
"Ewa Beach Elementary",2021,-31.42,"No Category"
"Highlands Intermediate",2021,-19.88,"No Category"
"Iroquois Point Elementary",2021,-12.41,"No Category"
"Maili Elementary",2021,-28.09,"No Category"
"Makaha Elementary",2021,-20.63,"Large Impact/Large Recovery"
"Makakilo Elementary",2021,-20.69,"Large Impact/Large Recovery"
"Manana Elementary",2021,,"No Category"
"Nanaikapono Elementary",2021,-20.99,"Large Impact/Poor Recovery"
"Nanakuli Elementary",2021,-17,"No Category"
"Nanakuli High & Intermediate",2021,-12.8,"No Category"
"Palisades Elementary",2021,-28.49,"No Category"
"Pearl City Elementary",2021,-25.61,"No Category"
"Pearl City Highlands Elementary",2021,-19.11,"No Category"
"Lehua Elementary",2021,,"No Category"
"Pohakea Elementary",2021,-16,"No Category"
"Waianae Elementary",2021,-3.75,"No Category"
"Leihoku Elementary",2021,-27.5,"No Category"
"Waianae Intermediate",2021,-9.07,"No Category"
"Waipahu Elementary",2021,-27.4,"Large Impact/Large Recovery"
"Honowai Elementary",2021,-20.63,"No Category"
"Waipahu Intermediate",2021,-11.85,"No Category"
"Ilima Intermediate",2021,-14.5,"No Category"
"Holomua Elementary",2021,-25.16,"No Category"
"Kaimiloa Elementary",2021,-19.96,"No Category"
"Kapolei Elementary",2021,-33.98,"No Category"
"Kanoelani Elementary",2021,-23.08,"No Category"
"Momilani Elementary",2021,-6.29,"No Category"
"Mauka Lani Elementary",2021,-20.58,"Large Impact/Poor Recovery"
"Kaleiopuu Elementary",2021,-18.16,"No Category"
"Waiau Elementary",2021,,"No Category"
"Waikele Elementary",2021,-25.62,"No Category"
"Kapolei Middle",2021,-18.03,"No Category"
"Hookele Elementary School",2021,-15.77,"No Category"
"Keoneula Elementary",2021,-28.46,"No Category"
"Ewa Makai Middle School",2021,-22.06,"No Category"
"Aikahi Elementary",2021,2.4,"No Category"
"Enchanted Lake Elementary",2021,-0.86,"No Category"
"Hauula Elementary",2021,,"No Category"
"Heeia Elementary",2021,-12.09,"No Category"
"Kahaluu Elementary",2021,,"No Category"
"Kahuku High and Intermediate",2021,-13.23,"No Category"
"Kailua Elementary",2021,,"No Category"
"Kailua Intermediate",2021,-18.73,"No Category"
"Kainalu Elementary",2021,-8.87,"No Category"
"Kaneohe Elementary",2021,-15.86,"No Category"
"Kapunahala Elementary",2021,-13.82,"No Category"
"Samuel Wilder King Intermediate",2021,-12.35,"No Category"
"Laie Elementary",2021,-25.2,"No Category"
"Maunawili Elementary",2021,-6.7,"No Category"
"Mokapu Elementary",2021,-23.66,"No Category"
"Benjamin Parker Elementary",2021,,"No Category"
"Blanche Pope Elementary",2021,,"No Category"
"Sunset Beach Elementary",2021,-4.93,"No Category"
"Waimanalo Elementary & Intermediate",2021,-10.02,"No Category"
"Kaelepulu Elementary",2021,,"No Category"
"Kahuku Elementary",2021,-15.98,"No Category"
"Ahuimanu Elementary",2021,,"No Category"
"Ernest Bowen de Silva Elementary",2021,-22.42,"No Category"
"Haaheo Elementary",2021,,"No Category"
"Keaau Elementary",2021,-21.52,"No Category"
"Hilo Intermediate",2021,-8.82,"No Category"
"Hilo Union Elementary",2021,-36.07,"No Category"
"Holualoa Elementary",2021,-28,"No Category"
"Honaunau Elementary",2021,,"No Category"
"Honokaa High and Intermediate",2021,-16,"No Category"
"Honokaa Elementary",2021,-1.46,"No Category"
"Kalanianaole Elementary and Intermediate",2021,,"No Category"
"Kohala Middle",2021,-17.7,"No Category"
"Chiefess Kapiolani Elementary",2021,-36.34,"No Category"
"Kau High & Pahala Elementary",2021,10.04,"No Category"
"Kaumana Elementary",2021,,"No Category"
"Keaau Middle",2021,-5.73,"No Category"
"Kahakai Elementary",2021,-21.53,"No Category"
"Keaukaha Elementary",2021,-45.38,"No Category"
"Konawaena Elementary",2021,-31.54,"No Category"
"Konawaena Middle",2021,-10.06,"No Category"
"Mountain View Elementary",2021,-39.68,"Large Impact/Large Recovery"
"Naalehu Elementary",2021,-22.87,"No Category"
"Pahoa Elementary",2021,,"No Category"
"Pahoa High & Intermediate",2021,-6.32,"No Category"
"Waiakea Elementary",2021,-20.98,"No Category"
"Waiakea Intermediate",2021,-15.86,"No Category"
"Waiakeawaena Elementary",2021,-39.26,"No Category"
"Waimea Elementary",2021,-17.04,"No Category"
"Kealakehe Elementary",2021,-25.26,"No Category"
"Kealakehe Intermediate",2021,-8.16,"No Category"
"Keonepoko Elementary",2021,-17.11,"No Category"
"Waikoloa Elementary and Middle",2021,-17.35,"No Category"
"Kohala Elementary",2021,-1.3,"No Category"
"Haiku Elementary",2021,-32.08,"No Category"
"Iao Intermediate",2021,-7.8,"No Category"
"Kahului Elementary",2021,-30.04,"Large Impact/Large Recovery"
"King Kamehameha III Elementary",2021,-21.02,"No Category"
"Kaunakakai Elementary",2021,,"No Category"
"Kihei Elementary",2021,-29.48,"Large Impact/Poor Recovery"
"Kula Elementary",2021,-20.5,"No Category"
"Lahaina Intermediate",2021,-1.93,"No Category"
"Lanai High & Elementary",2021,-50.57,"No Category"
"Lihikai Elementary",2021,-32.03,"No Category"
"Makawao Elementary",2021,-30,"No Category"
"Samuel Enoka Kalama Intermediate",2021,-10.92,"No Category"
"Paia Elementary",2021,,"No Category"
"Waihee Elementary",2021,-35.73,"No Category"
"Wailuku Elementary",2021,-21.99,"No Category"
"Pukalani Elementary",2021,-33.23,"No Category"
"Maui Waena Intermediate",2021,-16.99,"No Category"
"Princess Nahienaena Elementary",2021,-18.69,"No Category"
"Lokelani Intermediate",2021,-26.96,"Large Impact/Poor Recovery"
"Kamalii Elementary",2021,-21.18,"No Category"
"Pomaikai Elementary School",2021,-21.7,"No Category"
"Molokai Middle",2021,6.45,"No Category"
"Pu'u Kukui Elementary",2021,-24.14,"No Category"
"Kapaa Middle",2021,-14.06,"No Category"
"Chiefess Kamakahelei Middle",2021,-12.21,"No Category"
"Eleele Elementary",2021,-17.8,"No Category"
"Hanalei Elementary",2021,,"No Category"
"Kalaheo Elementary",2021,5.12,"No Category"
"Kapaa Elementary",2021,-20.39,"No Category"
"King Kaumualii Elementary",2021,-0.57,"No Category"
"Kekaha Elementary",2021,-23.31,"No Category"
"Kilauea Elementary",2021,,"No Category"
"Koloa Elementary",2021,-33.25,"Large Impact/Poor Recovery"
"Elsie H. Wilcox Elementary",2021,-5.42,"No Category"
"Waimea Canyon Middle",2021,-5.62,"No Category"
"Waialae Elementary PCS",2021,-5.36,"No Category"
"Kamaile Academy PCS",2021,-16.54,"No Category"
"Kaohao Public Charter School",2021,-17.8,"No Category"
"Waimea Middle PCCS",2021,-23.91,"No Category"
"Connections NCPCS",2021,,"No Category"
"Kanu o ka 'Aina NCPCS",2021,12.1,"No Category"
"West Hawaii Explorations Academy PCS",2021,,"No Category"
"Kualapu'u Elementary NCPCCS",2021,,"No Category"
"Voyager PCS",2021,,"No Category"
"Myron B. Thompson Academy NCPCS",2021,,"No Category"
"Ka Waihona o ka Na'auao NCPCS",2021,-10.09,"No Category"
"Innovations PCS",2021,,"No Category"
"Malama Honua Public Charter School",2021,,"No Category"
"Hawaii Technology Academy PCS",2021,-8.28,"No Category"
"Kamalani Academy PCS",2021,,"No Category"
"Kihei Charter School",2021,-10.97,"No Category"
"Alaka'i O Kaua'i",2021,,"No Category"
"The Volcano School of Arts & Sciences",2021,,"No Category"
"Hawaii Academy of Arts and Science PCS",2021,3,"No Category"
"School for Examining Essential Questions of Sustainability",2021,-22.37,"No Category"
"Aina Haina Elementary",2022,13.27,"No Category"
"Ala Wai Elementary",2022,7.93,"No Category"
"Aliiolani Elementary",2022,,"No Category"
"Central Middle",2022,11.12,"Minimal Impact/Large Recovery"
"Sanford B. Dole Middle",2022,-2.74,"No Category"
"Joseph J. Fern Elementary",2022,22.29,"No Category"
"Hahaione Elementary",2022,4.85,"No Category"
"Hokulani Elementary",2022,-0.12,"No Category"
"William P. Jarrett Middle",2022,2.61,"No Category"
"Thomas Jefferson Elementary",2022,-10.31,"No Category"
"Queen Kaahumanu Elementary",2022,9.46,"No Category"
"Kaewai Elementary",2022,,"No Category"
"Kahala Elementary",2022,9.93,"No Category"
"Kaimuki Middle",2022,6.84,"No Category"
"Princess Victoria Kaiulani Elementary",2022,2.4,"No Category"
"King David Kalakaua Middle",2022,-5.76,"No Category"
"Kalihi Elementary",2022,,"No Category"
"Kalihi-kai Elementary",2022,1.42,"No Category"
"Kalihi-uka Elementary",2022,,"No Category"
"Kalihi-waena Elementary",2022,28.04,"No Category"
"Kapalama Elementary",2022,13.58,"No Category"
"Kauluwela Elementary",2022,15.08,"No Category"
"Prince David Kawananakoa Middle",2022,6.85,"No Category"
"Koko Head Elementary",2022,11.57,"No Category"
"Prince Jonah Kuhio Elementary",2022,,"No Category"
"Lanakila Elementary",2022,17.23,"No Category"
"King Liholiho Elementary",2022,7.56,"No Category"
"Princess Miriam K. Likelike Elementary",2022,,"No Category"
"Abraham Lincoln Elementary",2022,6.08,"No Category"
"King William Lunalilo Elementary",2022,16.05,"No Category"
"Maemae Elementary",2022,8.33,"No Category"
"Manoa Elementary",2022,3.01,"No Category"
"Niu Valley Middle",2022,8.63,"No Category"
"Noelani Elementary",2022,1.02,"No Category"
"Nuuanu Elementary",2022,1.54,"No Category"
"Palolo Elementary",2022,5.68,"No Category"
"Pauoa Elementary",2022,27.25,"No Category"
"Puuhale Elementary",2022,,"No Category"
"Royal Elementary",2022,,"No Category"
"Robert Louis Stevenson Middle",2022,4.44,"No Category"
"Waikiki Elementary",2022,-0.31,"Large Impact/Poor Recovery"
"George Washington Middle",2022,2.85,"No Category"
"John H. Wilson Elementary",2022,0.52,"No Category"
"Kamiloiki Elementary",2022,6.97,"No Category"
"Aiea Elementary",2022,-4.27,"No Category"
"Aiea Intermediate",2022,-8.33,"Large Impact/Poor Recovery"
"Aliamanu Elementary",2022,14.91,"No Category"
"Aliamanu Middle",2022,11.12,"No Category"
"Haleiwa Elementary",2022,,"No Category"
"Daniel K. Inouye Elementary",2022,-1.77,"No Category"
"Helemano Elementary",2022,8.8,"No Category"
"Horace Meek Hickam Elementary",2022,-3.38,"No Category"
"Iliahi Elementary",2022,9.32,"No Category"
"Kaala Elementary",2022,16.22,"Large Impact/Large Recovery"
"Kipapa Elementary",2022,15.24,"No Category"
"Makalapa Elementary",2022,9.36,"No Category"
"Moanalua Elementary",2022,4.48,"No Category"
"Moanalua Middle",2022,2.59,"No Category"
"Mokulele Elementary",2022,,"No Category"
"Chester W. Nimitz Elementary",2022,7.07,"No Category"
"Pearl Harbor Elementary",2022,12.01,"No Category"
"Pearl Harbor Kai Elementary",2022,-0.82,"No Category"
"Red Hill Elementary",2022,11.14,"No Category"
"Samuel K. Solomon Elementary",2022,3.98,"No Category"
"Alvah A. Scott Elementary",2022,15.75,"No Category"
"William R. Shafter Elementary",2022,,"No Category"
"Wahiawa Elementary",2022,2.65,"No Category"
"Wahiawa Middle",2022,-10.73,"No Category"
"Waialua Elementary",2022,4.52,"No Category"
"Waialua High & Intermediate",2022,0.25,"No Category"
"Waimalu Elementary",2022,0.97,"No Category"
"Mililani Waena Elementary",2022,22.15,"No Category"
"Gustav H. Webling Elementary",2022,11.75,"No Category"
"Major Sheldon Wheeler Elementary",2022,4.37,"No Category"
"Major Sheldon Wheeler Middle",2022,8.45,"No Category"
"Mililani Middle",2022,10.8,"No Category"
"Salt Lake Elementary",2022,12.16,"No Category"
"Mililani Ike Elementary",2022,21.26,"No Category"
"Mililani Mauka Elementary",2022,22.79,"No Category"
"Mililani Uka Elementary",2022,12.33,"No Category"
"Pearl Ridge Elementary",2022,11.83,"No Category"
"August Ahrens Elementary",2022,12.23,"No Category"
"Barbers Point Elementary",2022,0.98,"No Category"
"Ewa Elementary",2022,21.28,"No Category"
"Ewa Beach Elementary",2022,6.82,"No Category"
"Highlands Intermediate",2022,6.95,"No Category"
"Iroquois Point Elementary",2022,5.54,"No Category"
"Maili Elementary",2022,5.86,"No Category"
"Makaha Elementary",2022,16.01,"Large Impact/Large Recovery"
"Makakilo Elementary",2022,24.37,"Large Impact/Large Recovery"
"Manana Elementary",2022,,"No Category"
"Nanaikapono Elementary",2022,-3.72,"Large Impact/Poor Recovery"
"Nanakuli Elementary",2022,,"No Category"
"Nanakuli High & Intermediate",2022,2.1,"No Category"
"Palisades Elementary",2022,20.38,"No Category"
"Pearl City Elementary",2022,14.56,"No Category"
"Pearl City Highlands Elementary",2022,16.19,"No Category"
