"school_name","year","impact","impact_recovery_category"
"H Guy Child School (1050_110)",2019,0,"No Category"
"Green Acres School (1050_111)",2019,0,"Minimal Impact/Large Recovery"
"Hooper School (1050_112)",2019,0,"No Category"
"Farr West School (1050_113)",2019,0,"No Category"
"Kanesville School (1050_114)",2019,0,"No Category"
"Freedom School (1050_115)",2019,0,"No Category"
"Lakeview School (1050_116)",2019,0,"Large Impact/Poor Recovery"
"Lomond View School (1050_120)",2019,0,"No Category"
"Majestic School (1050_121)",2019,0,"No Category"
"Midland School (1050_123)",2019,0,"No Category"
"Municipal School (1050_124)",2019,0,"No Category"
"North Ogden School (1050_128)",2019,0,"No Category"
"North Park School (1050_132)",2019,0,"No Category"
"Pioneer School (1050_138)",2019,0,"No Category"
"Plain City School (1050_140)",2019,0,"No Category"
"Riverdale School (1050_144)",2019,0,"No Category"
"Roosevelt School (1050_148)",2019,0,"No Category"
"Roy School (1050_152)",2019,0,"No Category"
"Uintah School (1050_154)",2019,0,"No Category"
"Valley School (1050_156)",2019,0,"No Category"
"Valley View School (1050_158)",2019,0,"No Category"
"Washington Terrace School (1050_160)",2019,0,"No Category"
"West Haven School (1050_162)",2019,0,"No Category"
"West Weber School (1050_164)",2019,0,"No Category"
"North Ogden Jr High (1050_402)",2019,0,"No Category"
"Rocky Mountain Jr High (1050_403)",2019,0,"No Category"
"Roy Jr High (1050_404)",2019,0,"No Category"
"Orion Jr High (1050_405)",2019,0,"Minimal Impact/Large Recovery"
"Sand Ridge Jr High (1050_406)",2019,0,"No Category"
"South Ogden Jr High (1050_408)",2019,0,"No Category"
"T H Bell Jr High (1050_410)",2019,0,"No Category"
"Snowcrest Jr High (1050_412)",2019,0,"No Category"
"Wahlquist Jr High (1050_416)",2019,0,"No Category"
"Salt Lake Arts Academy (110569_300)",2019,0,"No Category"
"Ogden Preparatory Academy (110571_100)",2019,0,"No Category"
"American Preparatory Academy - Draper #1 (110573_100)",2019,0,"Minimal Impact/Large Recovery"
"American Preparatory Academy - Accelerated School (110573_110)",2019,0,"No Category"
"American Preparatory Academy - The School For New Americans (110573_120)",2019,0,"No Category"
"American Preparatory Academy - Draper #2 (110573_130)",2019,0,"No Category"
"American Preparatory Academy - Salem (110573_140)",2019,0,"No Category"
"American Preparatory Academy - Draper #3 (110573_700)",2019,0,"No Category"
"Freedom Preparatory Academy (110574_100)",2019,0,"No Category"
"Freedom Preparatory Academy - Vineyard (110574_105)",2019,0,"No Category"
"Backman School (1107_104)",2019,0,"Large Impact/Poor Recovery"
"Beacon Heights School (1107_108)",2019,0,"No Category"
"Bonneville School (1107_112)",2019,0,"No Category"
"Dilworth School (1107_124)",2019,0,"No Category"
"Edison School (1107_132)",2019,0,"No Category"
"Emerson School (1107_136)",2019,0,"No Category"
"North Star School (1107_140)",2019,0,"No Category"
"Ensign School (1107_144)",2019,0,"No Category"
"Franklin School (1107_148)",2019,0,"No Category"
"Mountain View School (1107_160)",2019,0,"No Category"
"Hawthorne School (1107_176)",2019,0,"No Category"
"Highland Park School (1107_180)",2019,0,"No Category"
"Indian Hills School (1107_184)",2019,0,"No Category"
"Mary W Jackson School (1107_188)",2019,0,"No Category"
"Liberty School (1107_196)",2019,0,"No Category"
"M Lynn Bennion School (1107_204)",2019,0,"No Category"
"Meadowlark School (1107_216)",2019,0,"No Category"
"Newman School (1107_220)",2019,0,"No Category"
"Nibley Park School (1107_224)",2019,0,"No Category"
"Riley School (1107_244)",2019,0,"No Category"
"Rose Park School (1107_252)",2019,0,"No Category"
"Escalante School (1107_262)",2019,0,"No Category"
"Uintah School (1107_268)",2019,0,"No Category"
"Wasatch School (1107_272)",2019,0,"No Category"
"Washington School (1107_276)",2019,0,"No Category"
"Whittier School (1107_288)",2019,0,"No Category"
"Bryant Middle (1107_404)",2019,0,"No Category"
"Clayton Middle (1107_408)",2019,0,"No Category"
"Glendale Middle (1107_412)",2019,0,"No Category"
"Hillside Middle (1107_416)",2019,0,"No Category"
"Northwest Middle (1107_440)",2019,0,"No Category"
"West High (1107_716)",2019,0,"No Category"
"Bonneville School (1183_103)",2019,0,"No Category"
"Heritage School (1183_119)",2019,0,"No Category"
"Hillcrest School (1183_123)",2019,0,"No Category"
"Horace Mann School (1183_131)",2019,0,"No Category"
"Lincoln School (1183_139)",2019,0,"Large Impact/Poor Recovery"
"James Madison School (1183_151)",2019,0,"No Category"
"New Bridge School (1183_158)",2019,0,"Large Impact/Poor Recovery"
"Odyssey School (1183_163)",2019,0,"Large Impact/Poor Recovery"
"Shadow Valley School (1183_174)",2019,0,"No Category"
"Thomas O Smith School (1183_179)",2019,0,"No Category"
"Wasatch School (1183_183)",2019,0,"No Category"
"Highland Junior High (1183_409)",2019,0,"No Category"
"Mound Fort Junior High (1183_411)",2019,0,"No Category"
"Mount Ogden Junior High (1183_415)",2019,0,"No Category"
"Alpine School (122_104)",2019,0,"No Category"
"Aspen School (122_105)",2019,0,"No Category"
"Barratt School (122_106)",2019,0,"No Category"
"Bonneville School (122_107)",2019,0,"No Category"
"Cascade School (122_108)",2019,0,"No Category"
"Cedar Ridge School (122_111)",2019,0,"No Category"
"Belmont School (122_114)",2019,0,"No Category"
"Black Ridge School (122_115)",2019,0,"No Category"
"Central School (122_116)",2019,0,"No Category"
"Cherry Hill School (122_118)",2019,0,"Minimal Impact/Large Recovery"
"Deerfield School (122_119)",2019,0,"No Category"
"Eaglecrest School (122_120)",2019,0,"Minimal Impact/Large Recovery"
"Eagle Valley School (122_121)",2019,0,"No Category"
"Foothill School (122_123)",2019,0,"No Category"
"Forbes School (122_124)",2019,0,"No Category"
"Freedom School (122_125)",2019,0,"No Category"
"Fox Hollow School (122_126)",2019,0,"Minimal Impact/Large Recovery"
"Greenwood School (122_132)",2019,0,"No Category"
"Grovecrest School (122_136)",2019,0,"No Category"
"Harvest School (122_138)",2019,0,"No Category"
"Hidden Hollow School (122_139)",2019,0,"No Category"
"Highland School (122_140)",2019,0,"Minimal Impact/Large Recovery"
"Legacy School (122_146)",2019,0,"No Category"
"Lehi School (122_148)",2019,0,"No Category"
"North Point School (122_150)",2019,0,"Minimal Impact/Large Recovery"
"Orchard School (122_151)",2019,0,"Minimal Impact/Large Recovery"
"Pony Express School (122_153)",2019,0,"No Category"
"Meadow School (122_154)",2019,0,"No Category"
"Northridge School (122_155)",2019,0,"Large Impact/Large Recovery"
"Lindon School (122_156)",2019,0,"No Category"
"Orem School (122_157)",2019,0,"No Category"
"Manila School (122_160)",2019,0,"Minimal Impact/Large Recovery"
"Mount Mahogany School (122_161)",2019,0,"No Category"
"Rocky Mountain School (122_162)",2019,0,"No Category"
"Saratoga Shores School (122_163)",2019,0,"No Category"
"Sego Lily School (122_164)",2019,0,"No Category"
"Ridgeline School (122_165)",2019,0,"No Category"
"Sage Hills School (122_167)",2019,0,"No Category"
"Sharon School (122_168)",2019,0,"No Category"
"Shelley School (122_170)",2019,0,"No Category"
"Snow Springs School (122_172)",2019,0,"No Category"
"Valley View School (122_176)",2019,0,"Minimal Impact/Large Recovery"
"Westmore School (122_178)",2019,0,"Large Impact/Poor Recovery"
"Westfield School (122_180)",2019,0,"No Category"
"Windsor School (122_182)",2019,0,"No Category"
"Dry Creek School (122_183)",2019,0,"No Category"
"River Rock School (122_201)",2019,0,"No Category"
"Springside School (122_202)",2019,0,"No Category"
"Brookhaven School (122_203)",2019,0,"No Category"
"Mountain Trails School (122_205)",2019,0,"Minimal Impact/Large Recovery"
"Riverview School (122_219)",2019,0,"Minimal Impact/Large Recovery"
"Traverse Mountain School (122_258)",2019,0,"No Category"
"American Fork Jr High (122_404)",2019,0,"No Category"
"Canyon View Jr High (122_405)",2019,0,"No Category"
"Lehi Jr High (122_408)",2019,0,"No Category"
"Mountain Ridge Jr High (122_410)",2019,0,"No Category"
"Oak Canyon Jr High (122_412)",2019,0,"No Category"
"Orem Jr High (122_414)",2019,0,"No Category"
"Pleasant Grove Jr High (122_416)",2019,0,"Minimal Impact/Large Recovery"
"Frontier Middle School (122_417)",2019,0,"Minimal Impact/Large Recovery"
"Timberline Middle (122_420)",2019,0,"No Category"
"Willowcreek Middle (122_425)",2019,0,"No Category"
"Vista Heights Middle (122_490)",2019,0,"No Category"
"Amelia Earhart School (1222_100)",2019,0,"No Category"
"Canyon Crest School (1222_101)",2019,0,"No Category"
"Edgemont School (1222_102)",2019,0,"No Category"
"Franklin School (1222_104)",2019,0,"No Category"
"Lakeview School (1222_118)",2019,0,"No Category"
"Provost School (1222_120)",2019,0,"Large Impact/Poor Recovery"
"Rock Canyon School (1222_122)",2019,0,"No Category"
"Spring Creek School (1222_123)",2019,0,"Large Impact/Poor Recovery"
"Timpanogos School (1222_128)",2019,0,"No Category"
"Wasatch School (1222_132)",2019,0,"No Category"
"Westridge School (1222_134)",2019,0,"No Category"
"Centennial Middle (1222_404)",2019,0,"No Category"
"Dixon Middle (1222_408)",2019,0,"No Category"
"Ranches Academy (125577_100)",2019,0,"No Category"
"Davinci Academy (125578_700)",2019,0,"No Category"
"Summit Academy - Draper Campus (125579_100)",2019,0,"No Category"
"Summit Academy - Independence (125579_300)",2019,0,"No Category"
"North Davis Preparatory Academy (125581_100)",2019,0,"Large Impact/Poor Recovery"
"Adams School (1261_104)",2019,0,"No Category"
"Bridger School (1261_110)",2019,0,"No Category"
"Ellis School (1261_112)",2019,0,"No Category"
"Hillcrest School (1261_124)",2019,0,"No Category"
"Mount Logan Middle (1261_404)",2019,0,"No Category"
"Grant School (1275_112)",2019,0,"No Category"
"Horizon School (1275_116)",2019,0,"No Category"
"Liberty School (1275_120)",2019,0,"No Category"
"Mcmillan School (1275_124)",2019,0,"No Category"
"Longview School (1275_128)",2019,0,"No Category"
"Parkside School (1275_129)",2019,0,"Large Impact/Poor Recovery"
"Viewmont School (1275_130)",2019,0,"No Category"
"Hillcrest Jr High (1275_404)",2019,0,"Large Impact/Poor Recovery"
"Riverview Jr High (1275_412)",2019,0,"No Category"
"Lincoln Academy (165609_100)",2019,0,"No Category"
"Beehive Science & Technology Academy (165610_700)",2019,0,"No Category"
"Wasatch Peak Academy (165611_100)",2019,0,"No Category"
"North Star Academy (165612_100)",2019,0,"No Category"
"Reagan Academy (165614_100)",2019,0,"No Category"
"American Leadership Academy (165615_100)",2019,0,"Large Impact/Poor Recovery"
"Navigator Pointe Academy (170609_100)",2019,0,"No Category"
"Odyssey Charter School (175612_100)",2019,0,"No Category"
"Noah Webster Academy (185686_100)",2019,0,"No Category"
"Mountainville Academy (185688_100)",2019,0,"No Category"
"Entheos Academy Kearns (185690_100)",2019,0,"No Category"
"Entheos Academy Magna (185690_110)",2019,0,"No Category"
"Paradigm High School (185692_700)",2019,0,"No Category"
"Legacy Preparatory Academy (185694_100)",2019,0,"No Category"
"Lakeview Academy (185702_100)",2019,0,"No Category"
"Syracuse Arts Academy - Antelope (185793_100)",2019,0,"No Category"
"Syracuse Arts Academy - North (185793_110)",2019,0,"No Category"
"Monticello Academy (185798_100)",2019,0,"No Category"
"George Washington Academy (185800_100)",2019,0,"No Category"
"Channing Hall (185802_100)",2019,0,"Minimal Impact/Large Recovery"
"Edith Bowen Laboratory School (185833_108)",2019,0,"No Category"
"Karl G Maeser Preparatory Academy (185835_700)",2019,0,"Large Impact/Poor Recovery"
"Canyon Rim Academy (185836_100)",2019,0,"No Category"
"Guadalupe School (185837_100)",2019,0,"No Category"
"C S Lewis Academy (185842_100)",2019,0,"No Category"
"Dual Immersion Academy (185843_100)",2019,0,"No Category"
"Gateway Preparatory Academy (185866_100)",2019,0,"No Category"
"Merit College Preparatory Academy (185870_700)",2019,0,"No Category"
"Providence Hall (185871_100)",2019,0,"Minimal Impact/Large Recovery"
"Quest Academy (185872_100)",2019,0,"No Category"
"Venture Academy (185874_100)",2019,0,"No Category"
"Altara School (186056_103)",2019,0,"No Category"
"Alta View School (186056_104)",2019,0,"No Category"
"Bella Vista School (186056_106)",2019,0,"No Category"
"Brookwood School (186056_107)",2019,0,"No Category"
"Butler School (186056_108)",2019,0,"No Category"
"Canyon View School (186056_110)",2019,0,"No Category"
"Copperview School (186056_112)",2019,0,"Large Impact/Poor Recovery"
"Crescent School (186056_116)",2019,0,"No Category"
"Draper School (186056_120)",2019,0,"No Category"
"East Midvale School (186056_122)",2019,0,"No Category"
"East Sandy School (186056_123)",2019,0,"No Category"
"Lone Peak School (186056_135)",2019,0,"No Category"
"Midvale School (186056_140)",2019,0,"Large Impact/Poor Recovery"
"Oak Hollow School (186056_143)",2019,0,"No Category"
"Midvalley School (186056_144)",2019,0,"No Category"
"Oakdale School (186056_149)",2019,0,"No Category"
"Peruvian Park School (186056_150)",2019,0,"No Category"
"Ridgecrest School (186056_151)",2019,0,"No Category"
"Quail Hollow School (186056_154)",2019,0,"No Category"
"Park Lane School (186056_155)",2019,0,"Minimal Impact/Large Recovery"
"Sandy School (186056_156)",2019,0,"No Category"
"Sunrise School (186056_159)",2019,0,"Large Impact/Poor Recovery"
"Sprucewood School (186056_164)",2019,0,"No Category"
"Albion Middle (186056_401)",2019,0,"Minimal Impact/Large Recovery"
"Butler Middle (186056_402)",2019,0,"No Category"
"Eastmont Middle (186056_403)",2019,0,"No Category"
"Midvale Middle (186056_404)",2019,0,"No Category"
"Indian Hills Middle (186056_405)",2019,0,"Large Impact/Poor Recovery"
"Draper Park Middle (186056_407)",2019,0,"No Category"
"Mt Jordan Middle (186056_408)",2019,0,"No Category"
"Union Middle (186056_410)",2019,0,"No Category"
"Early Light Academy At Daybreak (186110_300)",2019,0,"No Category"
"Excelsior Academy (186111_100)",2019,0,"No Category"
"Hawthorn Academy West Jordan (186112_100)",2019,0,"No Category"
"Hawthorn Academy South Jordan (186112_110)",2019,0,"No Category"
"Mountain Heights Academy (186113_600)",2019,0,"No Category"
"Jefferson Academy (186114_100)",2019,0,"Large Impact/Poor Recovery"
"Vista School (186115_100)",2019,0,"No Category"
"Maria Montessori Academy (186154_100)",2019,0,"No Category"
"Weilenmann School Of Discovery (186157_100)",2019,0,"Large Impact/Poor Recovery"
"Good Foundations Academy (186171_100)",2019,0,"Minimal Impact/Large Recovery"
"Utah Connections Academy (186182_101)",2019,0,"No Category"
"Endeavor Hall (186254_100)",2019,0,"No Category"
"Highmark Charter School (186275_100)",2019,0,"No Category"
"Promontory School Of Expeditionary Learning (186278_100)",2019,0,"No Category"
"Valley Academy (186279_100)",2019,0,"No Category"
"Esperanza School (186298_100)",2019,0,"No Category"
"Leadership Learning Academy (186300_100)",2019,0,"Large Impact/Poor Recovery"
"Leadership Learning Academy - Ogden (186300_110)",2019,0,"No Category"
"Voyage Academy (186304_100)",2019,0,"Large Impact/Large Recovery"
"Ascent Academies Of Utah Farmington (186351_300)",2019,0,"No Category"
"Ascent Academies Of Utah West Jordan (186351_310)",2019,0,"No Category"
"Ascent Academies Of Utah Lehi (186351_320)",2019,0,"No Category"
"Ascent Academies Of Utah - West Valley (186351_330)",2019,0,"No Category"
"Scholar Academy (186353_100)",2019,0,"Large Impact/Poor Recovery"
"Mountain West Montessori Academy (186355_300)",2019,0,"No Category"
"Utah Military Academy (186369_700)",2019,0,"Minimal Impact/Large Recovery"
"Utah Military Academy - Camp Williams (186369_710)",2019,0,"No Category"
"Terra Academy (186372_300)",2019,0,"No Category"
"Vanguard Academy (186380_700)",2019,0,"No Category"
"Franklin Discovery Academy (186419_100)",2019,0,"Large Impact/Poor Recovery"
"Wasatch Waldorf Charter School (186421_300)",2019,0,"No Category"
"Wallace Stegner Academy (186423_300)",2019,0,"Large Impact/Poor Recovery"
"St George Academy (186431_700)",2019,0,"No Category"
"The Center For Creativity Innovation And Discovery (186457_300)",2019,0,"No Category"
"Bonneville Academy (186474_300)",2019,0,"No Category"
"Treeside Charter School (186476_110)",2019,0,"No Category"
"Belknap School (197_104)",2019,0,"Large Impact/Poor Recovery"
"Milford School (197_108)",2019,0,"No Category"
"Beaver High (197_704)",2019,0,"No Category"
"Milford High (197_708)",2019,0,"No Category"
"Fielding School (205_132)",2019,0,"No Category"
"Lake View School (205_150)",2019,0,"Large Impact/Poor Recovery"
"Mckinley School (205_164)",2019,0,"No Category"
"Harris Intermediate (205_304)",2019,0,"No Category"
"Young Intermediate (205_308)",2019,0,"No Category"
"Bear River Middle (205_404)",2019,0,"No Category"
"Box Elder Middle (205_408)",2019,0,"No Category"
"Birch Creek School (243_106)",2019,0,"No Category"
"Canyon School (243_109)",2019,0,"No Category"
"Cedar Ridge School (243_111)",2019,0,"No Category"
"Greenville School (243_118)",2019,0,"No Category"
"Heritage School (243_120)",2019,0,"No Category"
"Lewiston School (243_124)",2019,0,"No Category"
"Lincoln School (243_128)",2019,0,"No Category"
"Mountainside School (243_130)",2019,0,"No Category"
"Millville School (243_132)",2019,0,"No Category"
"Nibley School (243_140)",2019,0,"No Category"
"North Park School (243_144)",2019,0,"No Category"
"White Pine School (243_152)",2019,0,"No Category"
"Providence School (243_156)",2019,0,"No Category"
"River Heights School (243_160)",2019,0,"Large Impact/Poor Recovery"
"Summit School (243_164)",2019,0,"No Category"
"Sunrise School (243_166)",2019,0,"No Category"
"Wellsville School (243_170)",2019,0,"Large Impact/Poor Recovery"
"Spring Creek Middle School (243_330)",2019,0,"No Category"
"North Cache Middle School (243_406)",2019,0,"No Category"
"South Cache Middle School (243_410)",2019,0,"No Category"
"Bruin Point School (279_110)",2019,0,"No Category"
"Castle Heights School (279_112)",2019,0,"No Category"
"Creekview School (279_114)",2019,0,"No Category"
"Sally Mauro School (279_120)",2019,0,"No Category"
"Wellington School (279_154)",2019,0,"No Category"
"Helper Middle (279_408)",2019,0,"No Category"
"Mont Harmon Middle (279_412)",2019,0,"No Category"
"Manila High (300_704)",2019,0,"No Category"
"Adams School (308_102)",2019,0,"No Category"
"Adelaide School (308_104)",2019,0,"No Category"
"Antelope School (308_106)",2019,0,"Large Impact/Large Recovery"
"Boulton School (308_108)",2019,0,"No Category"
"Bountiful School (308_112)",2019,0,"No Category"
"H C Burton School (308_114)",2019,0,"No Category"
"Centerville School (308_116)",2019,0,"No Category"
"Clinton School (308_120)",2019,0,"No Category"
"Parkside School (308_121)",2019,0,"No Category"
"Cook School (308_122)",2019,0,"No Category"
"Crestview School (308_124)",2019,0,"No Category"
"Doxey School (308_128)",2019,0,"No Category"
"East Layton School (308_129)",2019,0,"No Category"
"King School (308_130)",2019,0,"No Category"
"Columbia School (308_131)",2019,0,"No Category"
"Farmington School (308_132)",2019,0,"No Category"
"Fremont School (308_133)",2019,0,"No Category"
"Holbrook School (308_134)",2019,0,"No Category"
"Hill Field School (308_135)",2019,0,"No Category"
"Ellison Park School (308_136)",2019,0,"No Category"
"Holt School (308_137)",2019,0,"No Category"
"Taylor School (308_138)",2019,0,"No Category"
"Knowlton School (308_139)",2019,0,"No Category"
"Kaysville School (308_140)",2019,0,"Minimal Impact/Large Recovery"
"Morgan School (308_141)",2019,0,"No Category"
"Muir School (308_142)",2019,0,"Minimal Impact/Large Recovery"
"Lincoln School (308_143)",2019,0,"No Category"
"Layton School (308_144)",2019,0,"No Category"
"Meadowbrook School (308_145)",2019,0,"No Category"
"Oak Hills School (308_146)",2019,0,"No Category"
"Orchard School (308_147)",2019,0,"No Category"
"Eagle Bay School (308_148)",2019,0,"No Category"
"Windridge School (308_149)",2019,0,"Large Impact/Large Recovery"
"Reading School (308_150)",2019,0,"No Category"
"Creekside School (308_151)",2019,0,"Minimal Impact/Large Recovery"
"Woods Cross School (308_152)",2019,0,"No Category"
"Bluff Ridge School (308_153)",2019,0,"No Category"
"Lakeside School (308_155)",2019,0,"Large Impact/Poor Recovery"
"South Clearfield School (308_156)",2019,0,"No Category"
"Heritage School (308_157)",2019,0,"No Category"
"South Weber School (308_158)",2019,0,"No Category"
"Stewart School (308_159)",2019,0,"No Category"
"Sand Springs School (308_160)",2019,0,"No Category"
"Endeavour School (308_161)",2019,0,"No Category"
"Snow Horse School (308_162)",2019,0,"No Category"
"Sunset School (308_164)",2019,0,"No Category"
"Foxboro School (308_166)",2019,0,"No Category"
"Odyssey School (308_167)",2019,0,"No Category"
"Syracuse School (308_168)",2019,0,"No Category"
"Canyon Creek School (308_169)",2019,0,"Minimal Impact/Large Recovery"
"Kay'S Creek Elementary (308_170)",2019,0,"No Category"
"Tolman School (308_172)",2019,0,"No Category"
"Wasatch School (308_180)",2019,0,"Large Impact/Poor Recovery"
"West Bountiful School (308_184)",2019,0,"No Category"
"West Clinton School (308_186)",2019,0,"No Category"
"West Point School (308_188)",2019,0,"No Category"
"Whitesides School (308_192)",2019,0,"No Category"
"Vae View School (308_193)",2019,0,"No Category"
"Bountiful Jr High (308_404)",2019,0,"No Category"
"Centerville Jr High (308_406)",2019,0,"Large Impact/Poor Recovery"
"Central Davis Jr High (308_408)",2019,0,"No Category"
"Farmington Jr High (308_409)",2019,0,"No Category"
"Kaysville Jr High (308_410)",2019,0,"Minimal Impact/Large Recovery"
"Millcreek Jr High (308_411)",2019,0,"No Category"
"North Davis Jr High (308_412)",2019,0,"Minimal Impact/Large Recovery"
"Mueller Park Jr High (308_413)",2019,0,"No Category"
"North Layton Jr High (308_414)",2019,0,"No Category"
"South Davis Jr High (308_416)",2019,0,"Large Impact/Poor Recovery"
"Sunset Jr High (308_418)",2019,0,"No Category"
"Syracuse Jr High (308_420)",2019,0,"No Category"
"West Point Jr High (308_422)",2019,0,"Large Impact/Poor Recovery"
"Legacy Jr High (308_424)",2019,0,"No Category"
"Centennial Jr High (308_426)",2019,0,"Large Impact/Poor Recovery"
"Thomas Edison - North (35538_100)",2019,0,"No Category"
"Thomas Edison - South (35538_110)",2019,0,"Minimal Impact/Large Recovery"
"Timpanogos Academy (35539_110)",2019,0,"No Category"
"Altamont School (422_104)",2019,0,"No Category"
"Duchesne School (422_108)",2019,0,"No Category"
"Myton School (422_112)",2019,0,"No Category"
"Neola School (422_116)",2019,0,"No Category"
"Kings Peak School (422_304)",2019,0,"No Category"
"Roosevelt Jr High (422_404)",2019,0,"No Category"
"Altamont High (422_704)",2019,0,"No Category"
"Duchesne High (422_708)",2019,0,"Large Impact/Poor Recovery"
"Castle Dale School (442_104)",2019,0,"No Category"
"Cleveland School (442_108)",2019,0,"No Category"
"Ferron School (442_120)",2019,0,"No Category"
"Huntington School (442_128)",2019,0,"No Category"
"Cottonwood School (442_132)",2019,0,"No Category"
"Canyon View Jr High (442_404)",2019,0,"No Category"
"San Rafael Middle School (442_408)",2019,0,"Large Impact/Poor Recovery"
"Bryce Valley School (456_112)",2019,0,"No Category"
"Panguitch School (456_124)",2019,0,"No Category"
"Panguitch Middle (456_304)",2019,0,"No Category"
"Bryce Valley High (456_704)",2019,0,"No Category"
"Grand County Middle (468_404)",2019,0,"Large Impact/Poor Recovery"
"Academy Park School (480_102)",2019,0,"Large Impact/Poor Recovery"
"Arcadia School (480_103)",2019,0,"No Category"
"Thomas W Bacchus School (480_104)",2019,0,"No Category"
"Jim Bridger School (480_105)",2019,0,"No Category"
"Bennion School (480_106)",2019,0,"No Category"
"Beehive School (480_107)",2019,0,"Large Impact/Poor Recovery"
"Copper Hills School (480_111)",2019,0,"Large Impact/Poor Recovery"
"Cottonwood School (480_112)",2019,0,"No Category"
"Crestview School (480_114)",2019,0,"No Category"
"David Gourley School (480_116)",2019,0,"No Category"
"Diamond Ridge School (480_118)",2019,0,"No Category"
"Eastwood School (480_124)",2019,0,"No Category"
"Elk Run Elementary (480_125)",2019,0,"No Category"
"Robert Frost School (480_126)",2019,0,"No Category"
"Fox Hills School (480_127)",2019,0,"No Category"
"Granger School (480_128)",2019,0,"No Category"
"Hillside School (480_130)",2019,0,"No Category"
"Gearld Wright School (480_131)",2019,0,"No Category"
"Hillsdale School (480_134)",2019,0,"No Category"
"Hunter School (480_135)",2019,0,"Large Impact/Poor Recovery"
"Howard R Driggs School (480_137)",2019,0,"No Category"
"John C Fremont School (480_138)",2019,0,"No Category"
"James E Moss School (480_139)",2019,0,"No Category"
"Lake Ridge School (480_140)",2019,0,"No Category"
"Jackling School (480_141)",2019,0,"No Category"
"Lincoln School (480_148)",2019,0,"No Category"
"Magna School (480_156)",2019,0,"Large Impact/Poor Recovery"
"Mill Creek School (480_160)",2019,0,"No Category"
"Monroe School (480_164)",2019,0,"Large Impact/Poor Recovery"
"Morningside School (480_168)",2019,0,"No Category"
"Oakridge School (480_170)",2019,0,"No Category"
"Oakwood School (480_172)",2019,0,"Minimal Impact/Large Recovery"
"Douglas T Orchard School (480_177)",2019,0,"Large Impact/Poor Recovery"
"Pioneer School (480_178)",2019,0,"No Category"
"Philo T Farnsworth School (480_179)",2019,0,"Large Impact/Poor Recovery"
"Plymouth School (480_180)",2019,0,"Large Impact/Poor Recovery"
"Pleasant Green School (480_182)",2019,0,"No Category"
"Redwood School (480_184)",2019,0,"Large Impact/Poor Recovery"
"Rolling Meadows School (480_186)",2019,0,"Large Impact/Poor Recovery"
"Roosevelt School (480_188)",2019,0,"No Category"
"Rosecrest School (480_190)",2019,0,"No Category"
"Silver Hills School (480_191)",2019,0,"No Category"
"Spring Lane School (480_192)",2019,0,"No Category"
"Harry S Truman School (480_193)",2019,0,"No Category"
"Calvin S Smith School (480_194)",2019,0,"Large Impact/Poor Recovery"
"Upland Terrace School (480_195)",2019,0,"No Category"
"South Kearns School (480_196)",2019,0,"No Category"
"Stansbury School (480_197)",2019,0,"Large Impact/Poor Recovery"
"Taylorsville School (480_198)",2019,0,"No Category"
"Twin Peaks School (480_199)",2019,0,"No Category"
"Vista School (480_201)",2019,0,"No Category"
